"ID","Date","Umpire","Home Team","Away Team","Teams","Home Score","Away Score","Called Pitches","Called Wrong","Accuracy","Consistency","Favor [Home]","Total Run Impact"
"660906","2021-11-02","Mike Muchlinski","HOU","ATL","HOUATL","0","7","144","5","96.5","98.9","-0.59","0.98"
"660911","2021-10-31","Ted Barrett","ATL","HOU","ATLHOU","5","9","172","15","91.3","95.5","0.50","1.67"
"660902","2021-10-30","Dan Bellino","ATL","HOU","ATLHOU","3","2","153","15","90.2","92.5","-0.46","1.68"
"660908","2021-10-27","Ron Kulpa","HOU","ATL","HOUATL","7","2","120","5","95.8","100.0","0.26","0.42"
"660897","2021-10-26","Chris Conroy","HOU","ATL","HOUATL","2","6","159","8","95.0","96.4","1.62","1.77"
"660921","2021-10-23","Lance Barksdale","ATL","LAD","ATLLAD","4","2","150","8","94.7","91.9","-1.02","1.47"
"660899","2021-10-22","Jim Wolf","HOU","BOS","HOUBOS","5","0","102","7","93.1","93.8","0.38","0.89"
"660903","2021-10-21","Mark Carlson","LAD","ATL","LADATL","11","2","146","8","94.5","97.8","0.04","0.79"
"660900","2021-10-20","Dan Iassogna","BOS","HOU","BOSHOU","1","9","141","7","95.0","93.2","-0.25","0.64"
"660904","2021-10-20","James Hoye","LAD","ATL","LADATL","2","9","136","10","92.6","93.3","0.21","0.81"
"660916","2021-10-19","Jerry Meals","LAD","ATL","LADATL","6","5","197","15","92.4","94.6","0.64","2.71"
"660923","2021-10-19","Laz Diaz","BOS","HOU","BOSHOU","2","9","170","21","87.6","97.5","-0.80","3.17"
"660898","2021-10-18","Bill Miller","BOS","HOU","BOSHOU","12","3","150","17","88.7","94.1","0.45","1.60"
"660922","2021-10-17","Jordan Baker","ATL","LAD","ATLLAD","5","4","140","10","92.9","95.2","-0.31","1.03"
"660913","2021-10-16","Rob Drake","HOU","BOS","HOUBOS","5","9","173","6","96.5","100.0","-0.22","1.46"
"660924","2021-10-16","Tripp Gibson","ATL","LAD","ATLLAD","3","2","109","4","96.3","98.6","-0.30","0.30"
"660896","2021-10-15","David Rackley","HOU","BOS","HOUBOS","5","4","171","10","94.2","96.6","-0.50","1.60"
"660920","2021-10-14","Doug Eddings","SF","LAD","SFLAD","1","2","132","7","94.7","98.9","-0.68","1.27"
"660914","2021-10-12","Tony Randazzo","ATL","MIL","ATLMIL","5","4","148","13","91.2","94.9","1.04","2.66"
"660918","2021-10-12","Pat Hoberg","LAD","SF","LADSF","7","2","145","8","94.5","96.1","-0.18","1.14"
"660926","2021-10-12","Vic Carapazza","CWS","HOU","CWSHOU","1","10","179","12","93.3","98.3","0.52","1.14"
"660905","2021-10-11","Alfonso Marquez","ATL","MIL","ATLMIL","3","0","131","4","96.9","98.9","-0.40","0.40"
"660919","2021-10-11","Ted Barrett","LAD","SF","LADSF","0","1","131","16","87.8","92.8","0.53","1.76"
"660927","2021-10-11","Ron Kulpa","BOS","TB","BOSTB","6","5","110","11","90.0","94.6","1.10","1.98"
"660928","2021-10-10","Sam Holbrook","BOS","TB","BOSTB","6","4","174","12","93.1","92.2","-0.07","1.29"
"660931","2021-10-10","Tom Hallion","CWS","HOU","CWSHOU","12","6","190","14","92.6","94.9","1.23","3.03"
"660907","2021-10-09","Mike Muchlinski","MIL","ATL","MILATL","0","3","146","6","95.9","97.8","0.09","0.85"
"660925","2021-10-09","Angel Hernandez","SF","LAD","SFLAD","2","9","134","12","91.0","94.2","0.05","2.31"
"660917","2021-10-08","Mike Estabrook","MIL","ATL","MILATL","2","1","125","10","92.0","94.3","0.75","1.08"
"660932","2021-10-08","D.J. Reyburn","TB","BOS","TBBOS","6","14","157","8","94.9","100.0","-0.78","1.62"
"660933","2021-10-08","Carlos Torres","SF","LAD","SFLAD","4","0","111","8","92.8","98.6","0.73","0.96"
"660934","2021-10-08","Chris Conroy","HOU","CWS","HOUCWS","9","4","145","5","96.6","98.0","-0.33","0.70"
"660929","2021-10-07","Dan Bellino","TB","BOS","TBBOS","5","0","140","8","94.3","96.7","-0.12","0.91"
"660936","2021-10-07","Adam Hamari","HOU","CWS","HOUCWS","6","1","165","14","91.5","93.7","0.22","1.37"
"660937","2021-10-06","Joe West","LAD","STL","LADSTL","3","1","166","4","97.6","96.5","0.32","0.54"
"660938","2021-10-05","Mark Carlson","BOS","NYY","BOSNYY","6","2","133","11","91.7","90.9","0.07","0.96"
"632234","2021-10-03","Fieldin Culbreth","WSH","BOS","WSHBOS","5","7","181","12","93.4","94.0","0.42","1.57"
"632235","2021-10-03","Mark Wegner","TOR","BAL","TORBAL","12","4","161","11","93.2","97.2","0.29","0.99"
"632236","2021-10-03","Edwin Moscoso","TEX","CLE","TEXCLE","0","6","148","10","93.2","99.0","-0.65","1.25"
"632237","2021-10-03","Dan Iassogna","SEA","LAA","SEALAA","3","7","179","15","91.6","92.2","0.24","2.37"
"632238","2021-10-03","Rob Drake","STL","CHC","STLCHC","2","3","117","8","93.2","96.0","0.49","0.79"
"632239","2021-10-03","Angel Hernandez","NYY","TB","NYYTB","1","0","130","5","96.2","99.0","0.31","0.90"
"632240","2021-10-03","John Libka","PIT","CIN","PITCIN","3","6","144","10","93.1","96.5","0.05","1.43"
"632241","2021-10-03","Bruce Dreckman","SF","SD","SFSD","11","4","129","10","92.2","94.0","-1.91","2.31"
"632242","2021-10-03","Adam Hamari","LAD","MIL","LADMIL","10","3","159","6","96.2","96.2","0.27","0.90"
"632243","2021-10-03","Larry Vanover","KC","MIN","KCMIN","3","7","131","9","93.1","95.7","0.13","1.05"
"632245","2021-10-03","Mike Muchlinski","HOU","OAK","HOUOAK","7","6","138","5","96.4","95.7","0.65","0.98"
"632246","2021-10-03","Alfonso Marquez","MIA","PHI","MIAPHI","5","4","112","8","92.9","96.1","-0.09","0.58"
"632252","2021-10-03","Ben May","CWS","DET","CWSDET","2","5","172","10","94.2","97.3","-0.49","1.34"
"632253","2021-10-03","Ryan Additon","ARI","COL","ARICOL","5","4","169","8","95.3","100.0","-0.14","1.09"
"632254","2021-10-03","Gabe Morales","ATL","NYM","ATLNYM","5","0","103","2","98.1","98.5","-0.38","0.38"
"632244","2021-10-02","Phil Cuzzi","WSH","BOS","WSHBOS","3","5","182","8","95.6","93.2","1.56","2.28"
"632247","2021-10-02","Chris Guccione","TOR","BAL","TORBAL","10","1","118","9","92.4","96.4","-0.06","1.39"
"632249","2021-10-02","Shane Livensparger","HOU","OAK","HOUOAK","10","4","168","15","91.1","96.7","-0.02","2.25"
"632251","2021-10-02","Nestor Ceja","TEX","CLE","TEXCLE","7","2","143","8","94.4","96.2","0.11","0.96"
"632255","2021-10-02","Scott Barry","SEA","LAA","SEALAA","6","4","173","9","94.8","93.8","-0.79","1.59"
"632256","2021-10-02","Ron Kulpa","SF","SD","SFSD","2","3","137","7","94.9","96.3","-0.06","0.78"
"632257","2021-10-02","Ryan Wills","STL","CHC","STLCHC","5","6","174","15","91.4","93.2","0.70","2.22"
"632258","2021-10-02","Mike Estabrook","PIT","CIN","PITCIN","8","6","169","7","95.9","95.8","0.87","1.15"
"632259","2021-10-02","Lance Barksdale","NYY","TB","NYYTB","2","12","164","9","94.5","94.6","0.04","0.61"
"632260","2021-10-02","Ted Barrett","LAD","MIL","LADMIL","8","3","145","11","92.4","95.8","0.14","1.34"
"632262","2021-10-02","Brian Knight","ATL","NYM","ATLNYM","6","5","146","12","91.8","94.0","-0.26","1.59"
"632263","2021-10-02","Lance Barrett","MIA","PHI","MIAPHI","3","1","125","3","97.6","98.8","0.24","0.24"
"632264","2021-10-02","Sean Barber","KC","MIN","KCMIN","0","4","132","6","95.5","97.8","0.33","0.79"
"632265","2021-10-02","Malachi Moore","CWS","DET","CWSDET","5","4","135","8","94.1","97.8","-0.14","1.17"
"632269","2021-10-02","Tripp Gibson","ARI","COL","ARICOL","11","2","167","11","93.4","94.6","0.13","0.92"
"632248","2021-10-01","Tony Randazzo","TEX","CLE","TEXCLE","6","9","161","11","93.2","95.5","-0.10","1.20"
"632250","2021-10-01","Jeff Nelson","PIT","CIN","PITCIN","9","2","149","11","92.6","94.8","-1.08","1.55"
"632261","2021-10-01","James Hoye","WSH","BOS","WSHBOS","2","4","173","11","93.6","91.2","-0.40","0.93"
"632266","2021-10-01","Greg Gibson","STL","CHC","STLCHC","4","3","160","11","93.1","98.2","0.54","1.46"
"632267","2021-10-01","Joe West","SF","SD","SFSD","3","0","138","11","92.0","96.5","-0.40","1.26"
"632268","2021-10-01","Alan Porter","TOR","BAL","TORBAL","6","4","122","7","94.3","96.1","0.05","0.80"
"632270","2021-10-01","Jeremie Rehak","SEA","LAA","SEALAA","1","2","147","8","94.6","96.0","0.67","2.40"
"632271","2021-10-01","Carlos Torres","MIA","PHI","MIAPHI","0","5","126","11","91.3","96.3","0.72","1.94"
"632272","2021-10-01","Dan Bellino","KC","MIN","KCMIN","11","6","162","9","94.4","95.8","-0.14","1.39"
"632273","2021-10-01","Chad Fairchild","LAD","MIL","LADMIL","8","6","157","8","94.9","97.2","0.07","0.70"
"632274","2021-10-01","Hunter Wendelstedt","CWS","DET","CWSDET","8","1","143","13","90.9","94.4","-0.82","2.97"
"632276","2021-10-01","John Tumpane","ARI","COL","ARICOL","7","9","168","17","89.9","95.1","-0.98","2.41"
"632277","2021-10-01","Bill Miller","ATL","NYM","ATLNYM","3","4","123","5","95.9","98.9","0.15","0.93"
"632279","2021-10-01","Sam Holbrook","HOU","OAK","HOUOAK","6","8","171","9","94.7","97.4","0.15","1.20"
"632282","2021-10-01","Stu Scheurwater","NYY","TB","NYYTB","3","4","143","11","92.3","92.9","0.10","1.08"
"632275","2021-09-30","John Bacon","TEX","LAA","TEXLAA","7","6","184","12","93.5","96.7","0.11","1.88"
"632278","2021-09-30","Ramon De Jesus","SF","ARI","SFARI","5","4","166","9","94.6","90.4","0.50","1.76"
"632280","2021-09-30","Marvin Hudson","TOR","NYY","TORNYY","2","6","164","14","91.5","93.0","0.29","2.19"
"632281","2021-09-30","Gerry Davis","STL","MIL","STLMIL","4","3","137","10","92.7","93.0","-0.63","1.58"
"632283","2021-09-30","Nick Mahrley","NYM","MIA","NYMMIA","12","3","156","10","93.6","98.3","0.19","0.84"
"632284","2021-09-30","Angel Hernandez","KC","CLE","KCCLE","1","6","140","8","94.3","93.8","0.87","1.78"
"632285","2021-09-30","Chad Whitson","MIN","DET","MINDET","7","10","166","10","94.0","92.2","0.39","1.16"
"632286","2021-09-30","Roberto Ortiz","PIT","CHC","PITCHC","0","9","137","7","94.9","97.9","-0.37","1.31"
"632291","2021-09-30","Jeremy Riggs","LAD","SD","LADSD","8","3","130","9","93.1","98.8","0.11","0.67"
"632292","2021-09-30","Will Little","HOU","TB","HOUTB","3","2","146","10","93.2","99.0","-0.59","1.51"
"632293","2021-09-30","D.J. Reyburn","ATL","PHI","ATLPHI","5","3","131","7","94.7","100.0","-0.61","0.94"
"632294","2021-09-30","Manny Gonzalez","BAL","BOS","BALBOS","6","2","145","9","93.8","91.8","-1.44","2.02"
"632287","2021-09-29","Mark Wegner","PIT","CHC","PITCHC","2","3","171","15","91.2","94.9","-1.07","1.53"
"632295","2021-09-29","Mike Muchlinski","TEX","LAA","TEXLAA","2","7","148","14","90.5","93.9","0.15","2.61"
"632296","2021-09-29","Gabe Morales","TOR","NYY","TORNYY","6","5","131","11","91.6","98.7","0.39","1.09"
"632297","2021-09-29","Tripp Gibson","LAD","SD","LADSD","11","9","152","12","92.1","99.0","-0.22","1.38"
"632298","2021-09-29","Dan Iassogna","SF","ARI","SFARI","1","0","128","9","93.0","96.2","-0.43","1.16"
"632299","2021-09-29","CB Bucknor","SEA","OAK","SEAOAK","4","2","142","11","92.3","94.8","0.31","1.38"
"632300","2021-09-29","Nestor Ceja","MIN","DET","MINDET","5","2","134","5","96.3","98.9","0.31","0.73"
"632301","2021-09-29","Nic Lentz","STL","MIL","STLMIL","0","4","169","5","97.0","98.2","0.21","0.47"
"632302","2021-09-29","Lance Barksdale","KC","CLE","KCCLE","10","5","151","8","94.7","97.2","0.23","2.07"
"632303","2021-09-29","Larry Vanover","NYM","MIA","NYMMIA","2","3","103","11","89.3","92.2","0.81","1.12"
"632304","2021-09-29","Tim Timmons","CWS","CIN","CWSCIN","6","1","137","4","97.1","95.6","0.24","0.31"
"632305","2021-09-29","Rob Drake","HOU","TB","HOUTB","0","7","124","7","94.4","96.7","-0.28","0.65"
"632306","2021-09-29","Fieldin Culbreth","ATL","PHI","ATLPHI","7","2","122","0","100.0","100.0","0.00","0.00"
"632309","2021-09-29","John Libka","BAL","BOS","BALBOS","0","6","153","6","96.1","92.0","-0.15","0.48"
"632310","2021-09-29","Quinn Wolcott","COL","WSH","COLWSH","10","5","211","9","95.7","97.3","0.62","1.55"
"632288","2021-09-28","Brian Knight","TOR","NYY","TORNYY","2","7","169","12","92.9","96.0","0.64","1.79"
"632289","2021-09-28","Todd Tichenor","MIN","DET","MINDET","3","2","146","10","93.2","93.2","-0.24","0.86"
"632307","2021-09-28","Scott Barry","SF","ARI","SFARI","6","4","167","15","91.0","98.3","-0.73","3.93"
"632308","2021-09-28","Sam Holbrook","TEX","LAA","TEXLAA","5","2","148","11","92.6","93.2","-0.12","1.07"
"632311","2021-09-28","David Rackley","NYM","MIA","NYMMIA","5","2","115","7","93.9","96.2","0.34","0.73"
"632312","2021-09-28","Adam Hamari","SEA","OAK","SEAOAK","4","2","134","1","99.3","98.8","0.09","0.09"
"632313","2021-09-28","Chris Guccione","PIT","CHC","PITCHC","8","6","145","5","96.6","95.7","-0.55","0.55"
"632314","2021-09-28","Bruce Dreckman","STL","MIL","STLMIL","6","2","135","15","88.9","93.6","-0.14","1.66"
"632315","2021-09-28","Ryan Additon","KC","CLE","KCCLE","6","4","150","8","94.7","97.2","-0.41","0.73"
"632316","2021-09-28","Ryan Wills","HOU","TB","HOUTB","4","3","146","9","93.8","93.8","0.37","1.30"
"632317","2021-09-28","Mike Estabrook","BAL","BOS","BALBOS","4","2","128","7","94.5","97.6","-0.29","0.73"
"632318","2021-09-28","John Tumpane","LAD","SD","LADSD","2","1","158","10","93.7","91.0","-0.39","1.00"
"632320","2021-09-28","Dan Bellino","ATL","PHI","ATLPHI","2","1","131","6","95.4","97.8","-0.32","0.71"
"632321","2021-09-28","Alfonso Marquez","CWS","CIN","CWSCIN","7","1","127","4","96.9","98.9","0.27","0.27"
"632322","2021-09-28","Ben May","COL","WSH","COLWSH","3","1","130","8","93.8","96.4","-0.05","0.82"
"632666","2021-09-28","Sean Barber","NYM","MIA","NYMMIA","2","1","115","10","91.3","97.4","0.07","0.92"
"632319","2021-09-27","Malachi Moore","COL","WSH","COLWSH","4","5","162","13","92.0","94.5","-0.75","1.47"
"632323","2021-09-27","Ted Barrett","SEA","OAK","SEAOAK","13","4","142","8","94.4","98.0","0.11","0.73"
"632388","2021-09-27","Stu Scheurwater","CIN","PIT","CINPIT","13","1","176","15","91.5","95.0","0.05","1.82"
"632393","2021-09-27","Lance Barrett","DET","CWS","DETCWS","7","8","192","14","92.7","94.2","-0.57","2.33"
"632409","2021-09-27","Nick Mahrley","CLE","KC","CLEKC","8","3","142","9","93.7","98.0","-0.03","1.08"
"632290","2021-09-26","Jeff Nelson","TB","MIA","TBMIA","3","2","130","3","97.7","97.7","-0.14","0.28"
"632324","2021-09-26","Jerry Meals","OAK","HOU","OAKHOU","4","3","176","13","92.6","97.5","0.65","1.72"
"632325","2021-09-26","Greg Gibson","SD","ATL","SDATL","3","4","181","16","91.2","96.9","-0.39","3.22"
"632326","2021-09-26","Erich Bacchus","DET","KC","DETKC","1","2","162","13","92.0","92.0","-0.16","2.58"
"632327","2021-09-26","Ramon De Jesus","LAA","SEA","LAASEA","1","5","154","6","96.1","96.0","-0.11","0.58"
"632328","2021-09-26","Cory Blaser","MIL","NYM","MILNYM","8","4","162","5","96.9","99.1","-0.25","0.57"
"632329","2021-09-26","Chris Segal","PHI","PIT","PHIPIT","0","6","181","10","94.5","95.9","-0.63","1.14"
"632330","2021-09-26","Marvin Hudson","CLE","CWS","CLECWS","2","5","148","10","93.2","98.1","0.26","0.98"
"632331","2021-09-26","Shane Livensparger","COL","SF","COLSF","2","6","142","10","93.0","97.0","-0.11","0.73"
"632332","2021-09-26","Bill Miller","CHC","STL","CHCSTL","2","4","166","6","96.4","99.1","0.15","0.55"
"632333","2021-09-26","Angel Hernandez","CIN","WSH","CINWSH","9","2","203","13","93.6","94.4","1.24","2.73"
"632334","2021-09-26","Charlie Ramos","BAL","TEX","BALTEX","4","7","174","14","92.0","95.2","-0.94","2.23"
"632336","2021-09-26","Jeremie Rehak","MIN","TOR","MINTOR","2","5","128","6","95.3","100.0","-0.17","0.56"
"632337","2021-09-26","Gerry Davis","ARI","LAD","ARILAD","0","3","138","9","93.5","99.0","0.45","1.19"
"632345","2021-09-26","Joe West","BOS","NYY","BOSNYY","3","6","149","13","91.3","98.0","0.09","1.65"
"632335","2021-09-25","Manny Gonzalez","TB","MIA","TBMIA","7","3","139","6","95.7","92.1","0.23","0.60"
"632338","2021-09-25","Lance Barksdale","CIN","WSH","CINWSH","7","6","178","8","95.5","96.7","0.06","2.37"
"632341","2021-09-25","Jordan Baker","PHI","PIT","PHIPIT","3","0","128","8","93.8","96.7","-0.23","0.82"
"632342","2021-09-25","Vic Carapazza","OAK","HOU","OAKHOU","2","1","130","8","93.8","96.7","-0.41","1.31"
"632343","2021-09-25","Will Little","SD","ATL","SDATL","8","10","160","7","95.6","98.3","-1.09","1.19"
"632344","2021-09-25","Alan Porter","LAA","SEA","LAASEA","14","1","158","4","97.5","100.0","0.26","0.25"
"632346","2021-09-25","Bill Welke","MIL","NYM","MILNYM","2","1","144","12","91.7","93.6","-0.14","1.20"
"632347","2021-09-25","Tom Hallion","DET","KC","DETKC","5","1","133","11","91.7","99.0","0.16","1.32"
"632348","2021-09-25","Dan Bellino","CLE","CWS","CLECWS","6","0","104","1","99.0","98.8","0.13","0.13"
"632349","2021-09-25","Jim Wolf","COL","SF","COLSF","2","7","155","10","93.5","99.1","-0.68","1.67"
"632350","2021-09-25","Roberto Ortiz","MIN","TOR","MINTOR","1","6","153","9","94.1","97.4","1.77","2.16"
"632351","2021-09-25","Gabe Morales","CHC","STL","CHCSTL","5","8","166","3","98.2","98.3","0.07","0.31"
"632353","2021-09-25","Chad Whitson","ARI","LAD","ARILAD","7","2","156","8","94.9","94.3","0.74","1.29"
"632354","2021-09-25","Ron Kulpa","BOS","NYY","BOSNYY","3","5","169","16","90.5","93.2","-0.24","2.27"
"632355","2021-09-25","Ben May","BAL","TEX","BALTEX","3","2","141","6","95.7","96.6","-0.26","0.57"
"632339","2021-09-24","Brian Knight","CHC","STL","CHCSTL","5","8","134","14","89.6","97.7","-0.23","1.72"
"632340","2021-09-24","Nestor Ceja","ARI","LAD","ARILAD","2","4","157","8","94.9","100.0","-0.36","0.71"
"632352","2021-09-24","Rob Drake","SD","ATL","SDATL","0","4","104","14","86.5","92.2","0.35","1.45"
"632356","2021-09-24","Jansen Visconti","OAK","HOU","OAKHOU","14","2","182","13","92.9","96.7","-1.30","2.63"
"632357","2021-09-24","Dan Iassogna","MIN","TOR","MINTOR","3","1","123","5","95.9","98.8","-0.31","0.60"
"632358","2021-09-24","John Libka","TB","MIA","TBMIA","8","0","158","5","96.8","99.1","-0.29","0.79"
"632359","2021-09-24","Mark Wegner","LAA","SEA","LAASEA","5","6","154","6","96.1","97.3","-0.17","0.79"
"632360","2021-09-24","James Hoye","PHI","PIT","PHIPIT","8","6","162","14","91.4","97.3","-0.03","2.01"
"632361","2021-09-24","Phil Cuzzi","DET","KC","DETKC","1","3","153","7","95.4","97.1","0.02","1.36"
"632362","2021-09-24","Mike Muchlinski","COL","SF","COLSF","2","7","138","12","91.3","88.8","-0.35","1.68"
"632363","2021-09-24","Alex Tosi","CLE","CWS","CLECWS","0","1","130","13","90.0","92.0","0.93","1.52"
"632364","2021-09-24","Ryan Additon","CIN","WSH","CINWSH","8","7","238","8","96.6","96.8","1.00","1.32"
"632366","2021-09-24","Adrian Johnson","MIL","NYM","MILNYM","5","1","155","12","92.3","100.0","1.00","1.51"
"632369","2021-09-24","Chris Conroy","BAL","TEX","BALTEX","5","8","166","8","95.2","97.2","0.28","0.73"
"632373","2021-09-24","Nic Lentz","BOS","NYY","BOSNYY","3","8","173","9","94.8","95.7","0.10","1.52"
"633337","2021-09-24","Doug Eddings","CHC","STL","CHCSTL","4","12","137","8","94.2","95.7","-0.15","0.86"
"632365","2021-09-23","Mark Carlson","PHI","PIT","PHIPIT","12","6","154","13","91.6","93.8","0.89","1.12"
"632367","2021-09-23","Carlos Torres","MIL","STL","MILSTL","5","8","170","7","95.9","97.4","0.33","0.85"
"632368","2021-09-23","Ryan Wills","OAK","SEA","OAKSEA","5","6","165","9","94.5","97.2","-0.77","1.81"
"632370","2021-09-23","Chris Guccione","SD","SF","SDSF","7","6","202","16","92.1","95.7","-0.99","1.36"
"632371","2021-09-23","Gerry Davis","LAA","HOU","LAAHOU","3","2","163","11","93.3","95.4","0.53","2.06"
"632372","2021-09-23","David Rackley","CLE","CWS","CLECWS","5","3","120","7","94.2","97.7","0.11","0.90"
"632374","2021-09-23","Sam Holbrook","ARI","ATL","ARIATL","6","4","134","14","89.6","91.3","0.22","1.28"
"632375","2021-09-23","Scott Barry","MIN","TOR","MINTOR","7","2","155","8","94.8","98.1","0.18","0.88"
"632376","2021-09-23","Ed Hickox","COL","LAD","COLLAD","5","7","175","17","90.3","94.2","-0.37","2.21"
"632387","2021-09-23","Stu Scheurwater","CIN","WSH","CINWSH","2","3","157","11","93.0","92.1","0.38","0.84"
"632390","2021-09-23","Pat Hoberg","BAL","TEX","BALTEX","3","0","150","5","96.7","98.0","-0.14","0.53"
"633866","2021-09-23","Nick Mahrley","CLE","CWS","CLECWS","2","7","146","4","97.3","96.0","-0.49","0.83"
"632377","2021-09-22","Bruce Dreckman","TB","TOR","TBTOR","7","1","157","11","93.0","96.3","-0.38","1.26"
"632381","2021-09-22","Jeremie Rehak","NYY","TEX","NYYTEX","7","3","169","7","95.9","98.2","0.27","0.88"
"632382","2021-09-22","Marvin Hudson","PHI","BAL","PHIBAL","4","3","157","13","91.7","96.3","0.68","2.15"
"632383","2021-09-22","Greg Gibson","OAK","SEA","OAKSEA","1","4","138","13","90.6","93.3","0.34","1.03"
"632384","2021-09-22","Ramon De Jesus","SD","SF","SDSF","6","8","170","16","90.6","87.2","0.10","2.27"
"632385","2021-09-22","Bill Miller","MIA","WSH","MIAWSH","5","7","156","10","93.6","91.8","0.18","1.49"
"632386","2021-09-22","Laz Diaz","MIL","STL","MILSTL","2","10","134","13","90.3","94.2","0.64","1.37"
"632389","2021-09-22","Mark Ripperger","BOS","NYM","BOSNYM","12","5","164","7","95.7","98.3","-0.28","0.67"
"632392","2021-09-22","Shane Livensparger","ARI","ATL","ARIATL","2","9","160","8","95.0","98.3","-0.18","0.89"
"632394","2021-09-22","Jerry Meals","COL","LAD","COLLAD","10","5","156","13","91.7","92.5","-0.06","2.79"
"632395","2021-09-22","Chad Whitson","LAA","HOU","LAAHOU","5","9","201","13","93.5","93.0","-0.12","1.54"
"632400","2021-09-22","Chris Segal","CHC","MIN","CHCMIN","4","5","143","7","95.1","94.1","-0.23","0.99"
"632378","2021-09-21","Alan Porter","SD","SF","SDSF","5","6","136","13","90.4","96.8","-0.97","2.51"
"632379","2021-09-21","Gabe Morales","MIA","WSH","MIAWSH","1","7","152","7","95.4","94.2","-0.52","0.95"
"632391","2021-09-21","Joe West","TB","TOR","TBTOR","2","4","145","14","90.3","96.2","1.48","2.59"
"632396","2021-09-21","Roberto Ortiz","NYY","TEX","NYYTEX","7","1","153","9","94.1","97.1","0.39","0.77"
"632397","2021-09-21","Jeff Nelson","MIL","STL","MILSTL","1","2","162","10","93.8","98.2","0.49","1.11"
"632398","2021-09-21","Alex Tosi","CLE","KC","CLEKC","4","1","132","4","97.0","99.0","0.21","0.41"
"632399","2021-09-21","Vic Carapazza","COL","LAD","COLLAD","4","5","136","11","91.9","97.7","-0.26","1.39"
"632401","2021-09-21","Will Little","OAK","SEA","OAKSEA","2","5","162","9","94.4","96.3","-0.18","1.13"
"632402","2021-09-21","Dan Bellino","PHI","BAL","PHIBAL","3","2","148","4","97.3","99.0","0.05","0.31"
"632403","2021-09-21","Ben May","CIN","PIT","CINPIT","2","6","173","12","93.1","94.1","0.73","1.70"
"632404","2021-09-21","Jordan Baker","CHC","MIN","CHCMIN","5","9","186","14","92.5","96.6","-0.18","1.47"
"632405","2021-09-21","Angel Hernandez","DET","CWS","DETCWS","5","3","182","23","87.4","90.3","-1.08","2.40"
"632410","2021-09-21","Tom Hallion","BOS","NYM","BOSNYM","6","3","154","8","94.8","99.1","0.20","1.19"
"632418","2021-09-21","Todd Tichenor","LAA","HOU","LAAHOU","5","10","178","10","94.4","96.6","-0.35","1.24"
"632428","2021-09-21","Jim Wolf","ARI","ATL","ARIATL","1","6","132","6","95.5","95.4","0.68","1.24"
"632406","2021-09-20","Ron Kulpa","TB","TOR","TBTOR","6","4","140","11","92.1","93.8","1.83","2.54"
"632408","2021-09-20","Adam Beck","MIA","WSH","MIAWSH","8","7","201","11","94.5","97.1","-0.45","1.84"
"632412","2021-09-20","Rob Drake","OAK","SEA","OAKSEA","2","4","117","7","94.0","100.0","0.22","0.63"
"632414","2021-09-20","Dan Iassogna","NYY","TEX","NYYTEX","4","3","157","15","90.4","90.2","0.17","1.76"
"632415","2021-09-20","John Libka","MIL","STL","MILSTL","2","5","115","4","96.5","97.6","-0.08","0.27"
"632423","2021-09-20","Lance Barksdale","DET","CWS","DETCWS","4","3","147","5","96.6","95.5","-0.21","0.80"
"632424","2021-09-20","Nestor Ceja","LAA","HOU","LAAHOU","0","10","160","12","92.5","96.2","0.81","1.68"
"632426","2021-09-20","Mike Muchlinski","ARI","ATL","ARIATL","4","11","178","14","92.1","95.8","-0.46","1.57"
"632429","2021-09-20","David Rackley","PHI","BAL","PHIBAL","0","2","130","8","93.8","97.9","-0.06","1.40"
"632435","2021-09-20","Chris Conroy","CIN","PIT","CINPIT","9","5","160","12","92.5","94.4","0.97","1.71"
"632437","2021-09-20","D.J. Reyburn","CLE","KC","CLEKC","2","7","104","4","96.2","100.0","-0.42","1.08"
"633394","2021-09-20","Jeremy Riggs","CLE","KC","CLEKC","2","4","124","7","94.4","100.0","0.14","1.40"
"632380","2021-09-19","Pat Hoberg","NYY","CLE","NYYCLE","1","11","159","9","94.3","97.0","0.20","0.93"
"632407","2021-09-19","Chad Fairchild","NYM","PHI","NYMPHI","3","2","141","6","95.7","98.9","0.60","1.14"
"632411","2021-09-19","Adrian Johnson","MIA","PIT","MIAPIT","6","5","151","6","96.0","96.0","0.21","0.56"
"632413","2021-09-19","Tony Randazzo","MIL","CHC","MILCHC","4","6","194","11","94.3","95.5","0.08","1.25"
"632416","2021-09-19","Jansen Visconti","KC","SEA","KCSEA","1","7","155","8","94.8","99.1","0.46","0.95"
"632419","2021-09-19","Doug Eddings","BOS","BAL","BOSBAL","8","6","141","18","87.2","95.1","0.22","4.90"
"632420","2021-09-19","Erich Bacchus","LAA","OAK","LAAOAK","2","3","133","7","94.7","97.8","0.40","0.81"
"632421","2021-09-19","Ed Hickox","TB","DET","TBDET","0","2","137","10","92.7","86.2","-1.36","1.54"
"632422","2021-09-19","Laz Diaz","HOU","ARI","HOUARI","7","6","178","17","90.4","92.2","-0.53","3.04"
"632432","2021-09-19","Ryan Blakney","CIN","LAD","CINLAD","5","8","170","13","92.4","88.8","0.39","1.31"
"632433","2021-09-19","Quinn Wolcott","SF","ATL","SFATL","0","3","112","9","92.0","98.7","0.15","1.21"
